model,validation,samples,positive_windows,negative_windows,TN,FP,FN,TP,accuracy,sensitivity,specificity,precision,f1,auroc,auprc
1D-CNN,10-fold LOSO,55,5,50,45,5,5,0,0.8181818181818182,0.0,0.9,0.0,0.0,0.588,0.13893067716597127
